index,loan_id,disp_id,type,loan_acc_number,acc_open_date,acc_closure_date,duration_months,principal_,outstanding,interest_rate
692,768,5223,Consumer Durables Loan,2306019192124243.0,2023-07-06,,12,75000,57044.35,10.97
537,237,1445,Consumer Durables Loan,5597993550975704.0,2022-11-25,,12,98000,5982.3,11.48
621,965,8636,Consumer Durables Loan,6599162544970397.0,2023-04-02,,12,65000,60256.21,6.57
693,233,1418,Consumer Durables Loan,6011964435371373.0,2023-07-07,,12,49000,31163.05,7.03
802,1035,9732,Consumer Durables Loan,3523036776535771.0,2023-10-11,,12,3000,2530.97,7.02
272,397,2513,Consumer Durables Loan,30145882754853.0,2020-06-24,,12,56000,10901.8,14.02
641,235,1438,Consumer Durables Loan,213135506619524.0,2023-05-02,,12,59000,43102.22,14.64
301,14,112,Consumer Durables Loan,378152644335328.0,2021-02-17,,12,91000,36166.65,7.3
474,628,4007,Consumer Durables Loan,213185752980146.0,2022-08-11,,12,75000,10346.04,7.61
748,1150,12020,Consumer Durables Loan,3569549321053293.0,2023-08-25,,12,81000,66018.5,11.87
626,510,3256,Consumer Durables Loan,30582550687652.0,2023-04-13,,12,59000,38551.62,7.47
611,2,19,Consumer Durables Loan,676255282441.0,2023-03-13,,12,55000,48435.4,8.77
594,726,4721,Consumer Durables Loan,2261366268032492.0,2023-02-26,,12,49000,24248.4,8.47
330,119,655,Consumer Durables Loan,377704205759832.0,2021-08-08,,12,52000,23885.01,15.14
568,149,858,Consumer Durables Loan,3.52908e+15,2023-01-07,,12,62000,57154.09,12.72
834,46,273,Consumer Durables Loan,346734584367053.0,2023-11-10,,12,50000,49320.09,10.12
473,1220,13160,Consumer Durables Loan,6011115444540355.0,2022-08-08,,12,47000,37482.56,7.67
609,58,358,Consumer Durables Loan,5.35065e+15,2023-03-11,,12,83000,54749.25,7.02
57,321,2058,Consumer Durables Loan,3504047995663412.0,2023-08-16,,12,17000,14487.14,7.81
281,98,537,Consumer Durables Loan,675989904924.0,2020-09-06,,12,33000,25298.23,15.15
43,1291,5138,Consumer Durables Loan,6506460794761082.0,2021-04-20,,12,78000,42195.53,6.96
646,456,2929,Consumer Durables Loan,3520905893114129.0,2023-05-16,,12,45000,33959.13,8.13
6,1383,3944,Consumer Durables Loan,2234024724906064.0,2021-12-15,2022-06-21,12,97000,64235.03,13.09
29,1406,2320,Consumer Durables Loan,4010384850122415.0,2022-02-03,2023-08-04,12,12000,3149.8,15.28
539,86,490,Consumer Durables Loan,343521779535849.0,2022-11-28,,12,53000,2856.9,13.99
452,443,2808,Consumer Durables Loan,213193156611291.0,2022-06-29,,12,23000,9468.16,6.75
778,335,2137,Consumer Durables Loan,213101118618403.0,2023-09-25,,12,47000,21506.65,8.24
724,795,5563,Consumer Durables Loan,3578497549151367.0,2023-08-02,,12,22000,8538.13,9.98
887,442,2796,Consumer Durables Loan,3.57896e+15,2023-12-26,,12,48000,2242.17,14.42
576,401,2532,Consumer Durables Loan,4551502074994856.0,2023-01-19,,12,78000,72162.06,7.53
816,855,6764,Consumer Durables Loan,3501373973665549.0,2023-10-24,,12,21000,15521.0,10.4
715,396,2508,Consumer Durables Loan,4300955778603633.0,2023-07-26,,12,11000,7021.58,9.67
47,1295,2324,Consumer Durables Loan,4719199695264.0,2023-04-14,,12,19000,13431.29,14.32
722,1155,12088,Consumer Durables Loan,6011434307773254.0,2023-08-01,,12,95000,4987.74,7.11
259,15,114,Consumer Durables Loan,578086042541.0,2020-03-05,,12,38000,483.93,9.84
783,180,1062,Consumer Durables Loan,4082617176406944.0,2023-09-29,,12,51000,39411.94,10.12
293,337,2141,Consumer Durables Loan,4448798493292966.0,2021-01-01,,12,47000,36430.44,12.27
656,207,1244,Consumer Durables Loan,30366059371467.0,2023-05-25,,12,2000,1237.01,7.38
665,17,127,Consumer Durables Loan,370340971071016.0,2023-06-07,,12,79000,20698.95,13.98
569,659,4258,Consumer Durables Loan,5464197627725445.0,2023-01-08,,12,29000,26548.14,6.39
606,72,447,Consumer Durables Loan,582716669350.0,2023-03-09,,12,90000,59341.23,13.77
384,298,1885,Consumer Durables Loan,3564921434586474.0,2022-01-17,,12,75000,17576.06,13.7
387,1093,11011,Consumer Durables Loan,2483964357842821.0,2022-01-20,,12,22000,2155.59,9.02
624,71,441,Consumer Durables Loan,3524743580574081.0,2023-04-11,,12,66000,55992.39,14.45
878,473,3063,Consumer Durables Loan,346452787027420.0,2023-12-22,,12,65000,3713.71,7.93
51,1428,3128,Consumer Durables Loan,4394134885543.0,2023-02-13,2023-12-27,12,73000,1440.23,12.11
618,784,5461,Consumer Durables Loan,213144660538587.0,2023-03-24,,12,86000,76871.96,14.09
363,57,347,Consumer Durables Loan,3580899867985985.0,2021-11-09,,12,42000,24110.46,13.26
625,330,2124,Consumer Durables Loan,630488889845.0,2023-04-11,,12,20000,3723.14,6.32
71,1448,10887,Consumer Durables Loan,4.007923003647723e+18,2021-05-06,2021-12-21,12,47000,42325.69,14.68
616,515,3268,Consumer Durables Loan,6534469545171562.0,2023-03-23,,12,79000,7650.55,7.05
67,1444,4343,Consumer Durables Loan,4982203670876667.0,2020-08-12,2021-12-24,12,66000,14294.93,9.38
840,409,2562,Consumer Durables Loan,376436707623601.0,2023-11-16,,12,84000,11318.31,13.06
490,19,130,Consumer Durables Loan,4201661139978389.0,2022-09-09,,12,13000,1809.88,9.24
61,1438,4532,Consumer Durables Loan,2720889479416357.0,2019-10-13,2020-11-20,12,15000,2839.52,7.86
518,59,365,Consumer Durables Loan,38168099030315.0,2022-10-27,,12,61000,17636.91,6.16
710,146,822,Consumer Durables Loan,4627454542015452.0,2023-07-23,,12,27000,22972.56,8.92
393,667,4333,Consumer Durables Loan,3529166869233309.0,2022-01-31,,12,30000,16943.77,6.03
607,1199,12826,Consumer Durables Loan,4.13354196998223e+18,2023-03-09,,12,75000,27205.38,10.29
867,378,2430,Consumer Durables Loan,373771193364663.0,2023-12-11,,12,14000,6418.91,6.9
30,1407,1777,Consumer Durables Loan,4943890244410912.0,2021-11-08,2023-10-21,12,82000,29051.05,15.06
807,61,374,Consumer Durables Loan,4296527525928294.0,2023-10-18,,12,25000,24111.09,12.29
702,640,4115,Consumer Durables Loan,4.5199708545491891e+18,2023-07-14,,12,17000,11674.5,15.26
54,1302,3636,Consumer Durables Loan,180044767284896.0,2023-04-13,,12,85000,61408.56,13.69
813,31,208,Consumer Durables Loan,3536460767524781.0,2023-10-21,,12,70000,51941.81,13.63
485,495,3181,Consumer Durables Loan,4210265407122883.0,2022-09-02,,12,48000,21708.86,10.56
567,304,1913,Consumer Durables Loan,4108138312213946.0,2023-01-06,,18,41000,19047.62,9.68
610,334,2133,Consumer Durables Loan,4553298834908.0,2023-03-13,,18,19000,1572.81,15.42
18,1395,1707,Consumer Durables Loan,38202725419665.0,2021-10-22,2023-01-19,18,10000,1901.18,14.72
554,380,2434,Consumer Durables Loan,3589118965678314.0,2022-12-15,,18,35000,9369.29,11.95
739,346,2177,Consumer Durables Loan,589265770810.0,2023-08-14,,18,79000,18200.2,12.4
664,469,3026,Consumer Durables Loan,213198982736154.0,2023-06-07,,18,20000,3226.66,7.72
547,25,158,Consumer Durables Loan,4744348714485.0,2022-12-06,,18,46000,35736.13,12.5
20,1397,4701,Consumer Durables Loan,4.5130115705531694e+18,2022-08-20,2023-04-10,18,47000,231.48,6.02
242,732,4763,Consumer Durables Loan,30562676412755.0,2019-07-21,,18,13000,8191.81,14.31
23,1400,2815,Consumer Durables Loan,6011879695704594.0,2022-01-24,2023-07-13,18,1000,954.68,14.44
589,398,2522,Consumer Durables Loan,3535744708196143.0,2023-02-14,,18,60000,45412.53,11.72
735,77,466,Consumer Durables Loan,4005464851163381.0,2023-08-13,,18,62000,40726.16,9.08
506,49,305,Consumer Durables Loan,38319850463126.0,2022-10-03,,18,93000,32685.12,11.36
366,294,1861,Consumer Durables Loan,180067811645929.0,2021-12-04,,18,28000,4603.64,8.35
536,472,3056,Consumer Durables Loan,213111978536298.0,2022-11-24,,18,93000,37811.16,7.9
731,179,1059,Consumer Durables Loan,579494753992.0,2023-08-10,,18,86000,40109.24,12.97
538,1234,13386,Consumer Durables Loan,4329304997618329.0,2022-11-28,,18,13000,7443.02,8.86
251,778,5275,Consumer Durables Loan,4719521491153135.0,2020-01-02,,18,60000,59218.82,8.41
402,568,3615,Consumer Durables Loan,3581609433281705.0,2022-03-05,,18,66000,34671.22,13.17
784,765,5175,Consumer Durables Loan,6510535600070291.0,2023-09-29,,18,59000,16768.05,12.23
239,437,2762,Consumer Durables Loan,676233497780.0,2019-06-01,,18,51000,30405.05,14.83
56,1304,4740,Consumer Durables Loan,501827544955.0,2023-02-09,,18,9000,3211.25,7.74
671,123,679,Consumer Durables Loan,4585146800186.0,2023-06-12,,18,65000,11961.46,11.2
745,29,192,Consumer Durables Loan,4882258173589.0,2023-08-20,,18,92000,30644.16,9.08
657,1216,13097,Consumer Durables Loan,4933871198436.0,2023-05-26,,18,10000,1147.25,11.48
61,531,3378,Consumer Durables Loan,4679048626169.0,2023-08-24,,18,63000,32263.21,8.38
845,632,4069,Consumer Durables Loan,4831483606261928.0,2023-11-19,,18,50000,35707.52,11.79
333,1164,12269,Consumer Durables Loan,676107207760.0,2021-08-12,,18,79000,61223.11,8.08
698,567,3611,Consumer Durables Loan,2591969891301415.0,2023-07-08,,18,43000,4502.83,14.18
429,430,2713,Consumer Durables Loan,30339964665547.0,2022-05-26,,18,91000,88249.52,13.49
53,1430,1066,Consumer Durables Loan,4854345971738503.0,2019-02-22,2019-12-03,18,62000,56895.62,14.56
858,626,3992,Consumer Durables Loan,60415807340.0,2023-11-30,,18,37000,22106.64,10.42
355,528,3356,Consumer Durables Loan,6.57749e+15,2021-10-31,,18,40000,1770.32,8.21
266,545,3458,Consumer Durables Loan,3581914968098684.0,2020-05-30,,18,91000,51675.21,12.53
570,517,3291,Consumer Durables Loan,2407429899698142.0,2023-01-09,,18,96000,95207.62,15.49
58,1435,13660,Consumer Durables Loan,4745033884442.0,2019-03-02,2020-09-15,18,30000,18766.71,9.43
798,366,2335,Consumer Durables Loan,3532957768407225.0,2023-10-09,,18,71000,25568.24,7.26
491,356,2268,Consumer Durables Loan,6555404442382073.0,2022-09-13,,18,99000,27285.46,12.47
499,612,3906,Consumer Durables Loan,4145348960666.0,2022-09-22,,18,49000,22476.63,7.89
415,232,1396,Consumer Durables Loan,4165546275139.0,2022-05-01,,18,6000,2283.24,11.58
795,447,2845,Consumer Durables Loan,60451821379.0,2023-10-07,,18,46000,19099.51,14.7
580,214,1292,Consumer Durables Loan,373270658666365.0,2023-01-24,,18,87000,37391.5,11.44
392,534,3387,Consumer Durables Loan,377718602117626.0,2022-01-29,,18,20000,4201.1,9.79
632,176,1049,Consumer Durables Loan,6512629968123228.0,2023-04-25,,18,58000,38477.25,11.36
352,381,2440,Consumer Durables Loan,4266829042087.0,2021-10-27,,18,45000,25176.48,8.19
35,1412,12787,Consumer Durables Loan,376790485075123.0,2022-10-10,2023-11-10,18,29000,25387.41,10.29
825,746,4901,Consumer Durables Loan,4794515527988.0,2023-11-04,,18,42000,15510.79,13.3
706,548,3501,Consumer Durables Loan,4188159212984918.0,2023-07-16,,18,55000,21216.16,14.31
444,145,819,Consumer Durables Loan,3.57684e+15,2022-06-17,,18,69000,50603.69,15.06
19,1396,3667,Consumer Durables Loan,4.57264e+15,2021-05-28,2023-03-24,18,73000,15348.19,9.94
340,882,7195,Consumer Durables Loan,4339506988738563.0,2021-09-11,,18,100000,86388.87,15.02
81,1458,1850,Consumer Durables Loan,639000713557.0,2020-08-20,2022-05-02,18,38000,24099.59,15.45
514,251,1525,Consumer Durables Loan,6581658608518147.0,2022-10-23,,18,71000,31962.86,11.91
49,1426,5978,Consumer Durables Loan,30119632295681.0,2022-12-31,2023-12-26,18,24000,12177.22,13.07
686,250,1522,Consumer Durables Loan,30162636056147.0,2023-06-30,,18,63000,56794.21,11.41
34,1411,1453,Consumer Durables Loan,4850567002968908.0,2023-02-12,2023-11-08,18,60000,6323.82,7.13
483,41,256,Consumer Durables Loan,378114327563535.0,2022-08-31,,18,69000,367.71,10.56
445,1178,12542,Consumer Durables Loan,2240205143123793.0,2022-06-19,,18,21000,3962.29,11.28
367,10,77,Consumer Durables Loan,4.0665019125329418e+18,2021-12-07,,18,95000,29181.44,12.76
407,665,4318,Consumer Durables Loan,2421485098371131.0,2022-03-24,,18,52000,44479.36,7.45
733,221,1339,Consumer Durables Loan,6011521220172497.0,2023-08-10,,18,50000,49631.06,9.84
860,20,131,Consumer Durables Loan,180063469881452.0,2023-12-02,,18,58000,38916.57,6.94
566,83,483,Consumer Durables Loan,3.55701e+15,2023-01-05,,18,53000,25908.67,6.52
298,202,1228,Consumer Durables Loan,4525524566247588.0,2021-02-04,,18,85000,62052.08,7.66
284,342,2157,Consumer Durables Loan,3566767319731141.0,2020-09-27,,18,91000,18113.15,7.94
11,1388,4522,Consumer Durables Loan,4414396780305.0,2022-02-25,2023-02-08,18,57000,42647.31,7.75
33,282,1799,Consumer Durables Loan,180069934999126.0,2022-12-13,,18,22000,14198.8,15.9
297,606,3883,Consumer Durables Loan,3531155477478204.0,2021-01-22,,18,27000,22768.89,6.98
48,1296,1647,Consumer Durables Loan,4740951744970915.0,2021-06-11,,18,23000,15740.92,15.99
540,540,3425,Consumer Durables Loan,3528790484278893.0,2022-11-29,,18,33000,27472.46,7.51
654,415,2609,Consumer Durables Loan,180060344927138.0,2023-05-25,,18,47000,23879.64,10.17
258,166,999,Consumer Durables Loan,30568950510206.0,2020-03-05,,18,47000,32450.01,14.55
667,192,1169,Consumer Durables Loan,180050773278798.0,2023-06-08,,18,20000,7765.18,13.44
864,201,1223,Consumer Durables Loan,4764710256170.0,2023-12-08,,18,90000,66053.25,10.28
49,1297,3102,Consumer Durables Loan,30357512627355.0,2023-10-05,,18,25000,18959.17,13.46
472,663,4295,Consumer Durables Loan,2379001919862117.0,2022-08-06,,18,67000,31423.48,14.25
545,739,4821,Consumer Durables Loan,675939173901.0,2022-12-03,,18,83000,19471.94,7.37
328,303,1912,Consumer Durables Loan,6548411095154642.0,2021-08-01,,18,73000,20481.29,7.08
652,639,4112,Consumer Durables Loan,3580323906594807.0,2023-05-23,,18,43000,21156.1,8.72
3,1380,1812,Consumer Durables Loan,6011632083530588.0,2020-06-22,2021-07-06,18,52000,38673.25,14.03
13,1319,2388,Debt Consolidation Loan,676104800054.0,2023-12-15,,3,59000,14961.35,7.06
26,1332,326,Debt Consolidation Loan,4.2747413656566723e+18,2023-10-18,,3,11000,2485.95,10.78
54,1360,2125,Debt Consolidation Loan,5388209445898701.0,2023-06-30,,3,80000,58858.0,6.41
50,1356,3075,Debt Consolidation Loan,4010833978906.0,2023-07-12,,3,56000,36137.33,8.93
21,1327,2951,Debt Consolidation Loan,213101383405981.0,2023-10-07,,3,7000,4507.98,13.17
12,1318,3944,Debt Consolidation Loan,374646178238943.0,2022-06-25,,3,39000,2446.47,9.36
0,208,1246,Debt Consolidation Loan,4570565092686512.0,2020-02-08,,3,42000,39529.11,11.71
33,1339,1707,Debt Consolidation Loan,4.45070843718802e+18,2023-01-25,,3,11000,3178.94,15.97
25,1331,5978,Debt Consolidation Loan,4297063076201443.0,2023-12-22,,3,89000,60154.12,8.2
32,1338,1133,Debt Consolidation Loan,213180581191221.0,2023-05-15,,3,80000,49854.52,13.14
48,1354,9,Debt Consolidation Loan,4809642455344097.0,2023-12-25,,3,88000,63720.42,8.13
27,1333,1629,Debt Consolidation Loan,676367061634.0,2022-05-13,,3,77000,76610.75,12.71
55,1361,2958,Debt Consolidation Loan,348516276749013.0,2023-09-05,2023-09-08,3,55000,48836.3,10.75
15,1321,1453,Debt Consolidation Loan,4197407938329879.0,2023-12-12,,3,65000,56505.77,11.58
7,1313,1089,Debt Consolidation Loan,4.5073483869408804e+18,2023-08-14,,3,11000,3165.36,11.87
62,1368,3378,Debt Consolidation Loan,4221019913370388.0,2023-10-05,,3,71000,19827.47,10.96
4,1310,3667,Debt Consolidation Loan,4392643274880173.0,2023-07-23,,3,84000,51815.83,7.3
18,1095,11023,Debt Consolidation Loan,4637575626699312.0,2022-07-28,,3,57000,5614.64,14.32
44,263,1668,Debt Consolidation Loan,340994897536531.0,2023-04-17,,3,49000,23631.23,15.98
41,1347,4553,Debt Consolidation Loan,4496304011410.0,2023-11-24,,3,3000,997.53,12.83
85,506,3236,Debt Consolidation Loan,4089715855576525.0,2023-12-19,,3,41000,10775.62,6.5
66,1372,4862,Debt Consolidation Loan,3585635857042717.0,2023-10-28,2023-11-25,3,41000,38102.86,10.56
42,1348,4100,Debt Consolidation Loan,2224369751136545.0,2023-06-22,,3,6000,667.67,13.02
56,1362,1179,Debt Consolidation Loan,213142009225114.0,2023-11-28,,3,79000,72748.31,12.55
49,1355,3134,Debt Consolidation Loan,4654035069236.0,2023-10-30,,3,19000,4204.84,8.81
16,1322,79,Debt Consolidation Loan,4.6260443074507571e+18,2023-03-09,,3,62000,37681.46,8.61
64,1370,2156,Debt Consolidation Loan,6520402366767776.0,2023-12-20,,3,87000,24242.82,9.3
65,1371,1799,Debt Consolidation Loan,501853135462.0,2022-12-24,,3,49000,8135.63,12.46
68,1374,4405,Debt Consolidation Loan,4037494908868924.0,2022-11-10,,3,11000,2533.83,13.96
53,1359,3753,Debt Consolidation Loan,5412455367069454.0,2023-12-26,,3,3000,684.63,7.38
58,1364,12502,Debt Consolidation Loan,4030287524768503.0,2022-10-28,,3,82000,11644.39,8.74
9,1315,1067,Debt Consolidation Loan,676386516949.0,2023-04-29,2023-05-16,3,3000,1171.56,11.05
60,1366,928,Debt Consolidation Loan,3550270600805037.0,2023-12-22,,3,11000,8002.74,9.77
0,1306,1579,Debt Consolidation Loan,6505873695432333.0,2023-10-29,2023-11-07,3,86000,3140.98,7.27
35,1341,2688,Debt Consolidation Loan,38049135815028.0,2022-04-06,,3,42000,11668.63,8.8
43,1349,1777,Debt Consolidation Loan,3504176380908098.0,2023-08-05,,3,16000,8133.37,15.23
11,1317,9333,Debt Consolidation Loan,4286813586791371.0,2023-10-03,,3,4000,1882.72,8.62
51,1357,1220,Debt Consolidation Loan,36587867132957.0,2022-12-19,,3,85000,80426.24,14.57
13,490,3136,Debt Consolidation Loan,344776014490866.0,2022-02-07,,3,85000,13155.14,6.86
55,1076,10604,Debt Consolidation Loan,347319019647912.0,2023-07-27,,3,22000,7563.35,15.31
82,1177,12535,Debt Consolidation Loan,372071332179176.0,2023-12-06,,3,69000,54940.78,10.02
57,1363,9409,Debt Consolidation Loan,3.53381e+15,2022-10-15,,3,98000,63002.06,13.03
5,1311,1388,Debt Consolidation Loan,4318478633866964.0,2023-11-02,,3,40000,17878.13,8.12
3,1309,12635,Debt Consolidation Loan,4907819106582231.0,2023-01-10,,6,93000,27905.99,10.86
31,1337,2445,Debt Consolidation Loan,213144568162761.0,2023-09-03,,6,75000,20384.49,13.7
8,1314,1718,Debt Consolidation Loan,3500588347520762.0,2023-04-14,,6,44000,18409.86,7.12
45,761,5128,Debt Consolidation Loan,213113272833272.0,2023-04-23,,6,47000,45871.78,10.66
44,1350,2977,Debt Consolidation Loan,375547645073914.0,2023-10-10,,6,6000,3040.45,6.64
17,1323,3465,Debt Consolidation Loan,6011649360551525.0,2023-10-19,,6,73000,40996.65,8.57
61,1367,1289,Debt Consolidation Loan,3585129028980245.0,2022-08-12,,6,67000,18613.4,10.21
20,238,1452,Debt Consolidation Loan,4945116819899.0,2022-08-17,,6,29000,28668.69,11.05
38,1344,11771,Debt Consolidation Loan,3527599289781089.0,2023-12-01,,6,77000,47988.23,12.34
45,1351,7683,Debt Consolidation Loan,4.16231e+15,2023-06-04,,6,45000,37395.2,12.35
10,706,4559,Debt Consolidation Loan,30455386845937.0,2022-01-16,,6,72000,17728.09,10.35
1,3,41,Debt Consolidation Loan,3582430224387851.0,2020-09-03,,6,71000,43986.2,13.53
63,1369,2911,Debt Consolidation Loan,180088729003886.0,2023-12-11,2023-12-25,6,28000,2759.61,9.37
67,1373,5253,Debt Consolidation Loan,3591539577563287.0,2023-12-18,2023-12-23,6,60000,30280.33,10.19
22,1328,1811,Debt Consolidation Loan,6546631006951891.0,2023-11-23,,6,75000,26258.61,13.75
9,565,3601,Debt Consolidation Loan,4796783581233.0,2022-01-06,,6,33000,10021.22,7.84
37,1343,1812,Debt Consolidation Loan,3589568515540184.0,2023-03-21,,6,98000,73440.96,14.63
30,1336,2122,Debt Consolidation Loan,347059655765905.0,2023-08-06,,6,59000,40946.6,8.27
10,1316,1876,Debt Consolidation Loan,379255027445017.0,2023-01-12,2023-06-18,6,33000,27009.38,11.03
29,1335,2320,Debt Consolidation Loan,3557434636373237.0,2023-06-21,,6,84000,48542.91,10.32
47,1353,562,Debt Consolidation Loan,345191846923283.0,2023-08-07,,6,56000,14663.11,11.12
40,1346,2489,Debt Consolidation Loan,4.3424037259314094e+18,2023-11-14,2023-12-04,6,55000,52634.45,8.56
19,1325,2815,Debt Consolidation Loan,6.56845e+15,2023-08-07,,12,20000,9083.18,6.74
19,884,7286,Debt Consolidation Loan,30242221924576.0,2022-07-31,,12,85000,83246.81,14.93
2,1308,1536,Debt Consolidation Loan,4.54608866150903e+18,2023-11-18,,12,56000,54263.31,11.09
46,1352,12787,Debt Consolidation Loan,4.9213857893741373e+18,2023-12-29,2023-12-29,12,23000,8631.28,8.3
14,1320,4522,Debt Consolidation Loan,344967873763754.0,2023-05-30,,12,91000,8235.83,13.05
23,1329,3128,Debt Consolidation Loan,4.3810977290611855e+18,2023-12-26,,12,43000,8639.33,12.53
70,1376,2058,Debt Consolidation Loan,3598099828680102.0,2023-12-20,2023-12-26,12,10000,3597.99,15.4
69,561,3581,Debt Consolidation Loan,563930541542.0,2023-09-28,,12,90000,23955.16,6.93
8,99,548,Debt Consolidation Loan,675986687241.0,2021-10-09,,12,93000,91108.79,15.17
28,1334,3253,Debt Consolidation Loan,578755752263.0,2023-11-21,2023-12-22,12,93000,33490.08,9.65
34,1340,4701,Debt Consolidation Loan,3519763623865426.0,2023-09-24,2023-09-27,12,43000,29479.59,15.59
69,1375,3292,Debt Consolidation Loan,2284884608527727.0,2023-04-08,,12,8000,3591.35,12.25
20,1326,1930,Debt Consolidation Loan,3502775174935357.0,2023-10-14,2023-12-10,18,36000,18672.81,8.3
24,1330,2820,Debt Consolidation Loan,4749586820180665.0,2023-12-10,,18,44000,19985.73,8.42
1,1307,3414,Debt Consolidation Loan,588821622242.0,2023-09-12,,18,39000,1723.25,7.39
52,354,2265,Debt Consolidation Loan,502046377250.0,2023-06-30,,18,48000,12193.42,9.45
59,1365,886,Debt Consolidation Loan,4039034055214.0,2022-12-12,2023-05-21,18,80000,27619.57,12.2
39,599,3824,Debt Consolidation Loan,30538440541855.0,2023-03-08,,18,97000,5067.83,15.35
36,1342,1842,Debt Consolidation Loan,3534172348857737.0,2023-07-29,,18,21000,18829.92,6.04
18,1324,694,Debt Consolidation Loan,344637151696832.0,2023-12-26,2023-12-29,18,11000,1899.67,13.42
52,1358,7127,Debt Consolidation Loan,4351951861294222.0,2023-02-17,,18,90000,87601.79,8.53
39,1345,2715,Debt Consolidation Loan,60414381040.0,2023-12-19,,18,8000,4360.87,9.48
6,1312,3448,Debt Consolidation Loan,2268026813686324.0,2023-09-22,,18,61000,996.61,12.66
